Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Ilias Akhomach,MF,N/A,April 16, 2004,Morocco,Villarreal,0.16,0.14,2.31,0.00,80  ,0.29,4.05,26.1,76.6%,2.31,4.45,4.45,9.38,1.83,0.72,0.72,1.43,0.56
Eric Bailly,DF(CB-right),Right,April 12, 1994,Côte,Villarreal,0.00,0.04,0.37,0.00,3   ,0.04,0.22,45.0,88.3%,2.22,0.07,0.52,0.00,1.19,0.52,1.26,4.22,1.33
Gerard Moreno,FW-MF,Left,April 7, 1992,Spain,Villarreal,0.00,0.24,2.52,0.36,96  ,0.51,4.76,37.7,75.8%,6.34,1.66,5.26,8.94,0.79,0.43,0.36,0.86,1.59
Willy Kambwala,DF,N/A,August 25, 2004,France,Villarreal,0.00,0.02,0.24,0.00,3   ,0.02,0.12,40.6,84.1%,1.34,0.12,0.49,0.00,1.10,0.85,1.10,4.15,2.20
Juan Foyth,DF(FB-right),Right,January 12, 1998,Argentina,Villarreal,0.00,0.14,0.60,0.00,50  ,0.16,0.80,53.5,87.7%,2.59,0.60,0.80,0.00,1.39,1.59,1.39,6.97,2.79
Pau Navarro,DF,N/A,April 25, 2005,Spain,Villarreal,0.00,0.00,0.17,0.00,1   ,0.00,0.70,59.5,89.8%,4.69,0.35,0.35,1.22,2.61,0.52,1.74,3.65,0.52
Arnaut Danjuma,FW-MF,Right,January 31, 1997,Netherlands,Girona,0.26,0.25,2.27,0.13,12  ,0.36,2.59,28.3,72.5%,2.46,5.96,4.47,10.6,0.65,0.13,0.52,0.32,0.19
Ramón Terrats,MF,N/A,October 18, 2000,Spain,Getafe,0.00,0.02,0.57,0.19,90  ,0.23,3.02,49.4,78.6%,3.96,1.89,1.13,2.45,2.08,0.38,2.08,3.02,1.32
Pau Cabanes,FW,N/A,February 17, 2005,Spain,Alavés,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tajon Buchanan,DF-MF,Right,February 8, 1999,Canada,Villarreal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thiago Ojeda,MF,N/A,January 12, 2003,Argentina,Villarreal,0.00,0.00,0.00,2521,5816,0.00,0.00,0.00,0.00,1080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antonio Espigare,DF,N/A,September 5, 2004,Spain,Villarreal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Karl Etta,FW,N/A,October 14, 2003,Cameroon,Villarreal,0.00,0.00,0.00,2520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Requena,MF,N/A,February 12, 2004,Spain,Villarreal,0.00,0.00,0.00,2520,0.00,0.00,0.00,0.00,0.00,00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arnau Solà,DF,N/A,April 4, 2003,Spain,Villarreal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Florian Lejeune,DF-MF(CB),Right,May 20, 1991,France,Rayo Vallecano,0.08,0.11,1.81,0.06,83  ,0.16,0.97,53.7,81.5%,3.37,0.75,1.00,0.14,1.31,0.78,0.97,4.40,2.45
Abdul Mumin,DF(CB),Right,June 6, 1998,Ghana,Rayo Vallecano,0.07,0.02,0.43,0.03,36  ,0.04,0.57,45.9,81.4%,1.63,0.40,0.57,0.20,1.47,1.20,1.56,5.06,1.66
Andrei Ratiu,DF(FB-right),Right,June 20, 1998,Romania,Rayo Vallecano,0.04,0.06,0.94,0.08,82  ,0.22,2.32,49.3,80.7%,3.91,3.34,2.16,4.35,2.03,0.73,0.94,2.12,0.53
Jorge de Frutos,FW-MF(AM-WM-right),Right,February 20, 1997,Spain,Rayo Vallecano,0.17,0.19,1.89,0.10,20  ,0.32,2.94,25.6,70.1%,2.13,2.76,3.53,7.65,1.43,0.59,0.77,1.01,0.59
Isaac Palazón Camacho,FW-MF(AM-right),Left,December 27, 1994,Spain,Rayo Vallecano,0.15,0.17,2.30,0.11,14  ,0.29,4.19,39.3,74.4%,4.64,1.37,1.63,4.68,1.37,0.33,0.82,0.82,0.93
Pep Chavarría,DF-MF(FB-left),Left,April 10, 1998,Spain,Rayo Vallecano,0.04,0.05,0.42,0.04,21  ,0.11,2.29,58.9,79.2%,4.76,1.83,0.93,5.05,1.95,0.93,1.57,3.57,0.89
Unai López,MF(CM-DM),Right,October 30, 1995,Spain,Rayo Vallecano,0.14,0.08,1.29,0.00,18  ,0.11,2.14,65.9,82.4%,6.00,1.29,0.81,2.71,1.95,1.33,0.86,0.81,0.71
Álvaro García,FW-MF(AM-left),Left,October 27, 1992,Spain,Rayo Vallecano,0.13,0.26,1.94,0.09,36  ,0.43,3.53,31.5,63.3%,2.92,2.58,3.78,8.99,1.59,1.38,1.46,1.55,0.34
Óscar Valentín,MF(CM-DM),Right,August 20, 1994,Spain,Rayo Vallecano,0.00,0.03,0.25,0.00,11  ,0.06,1.63,38.8,82.0%,4.46,0.63,0.54,0.42,3.34,1.38,1.92,2.42,1.42
Sergio Camello,FW,Right,February 10, 2001,Spain,Rayo Vallecano,0.21,0.30,2.45,0.10,68  ,0.44,2.92,21.0,74.3%,2.03,1.46,3.86,4.74,0.78,0.31,0.68,1.09,1.15
Adri Embarba,FW-MF(AM-WM),Right,May 7, 1992,Spain,Rayo Vallecano,0.13,0.14,2.18,0.13,31  ,0.30,3.21,32.1,66.9%,2.53,2.57,2.61,5.87,2.01,0.60,1.37,0.56,0.69
Pathé Ciss,MF(DM),Right,March 16, 1994,Senegal,Rayo Vallecano,0.11,0.08,0.97,0.05,26  ,0.13,2.10,50.7,84.8%,5.54,0.75,0.54,0.59,2.75,1.35,1.56,2.96,2.26
Randy Nteka,FW-MF,Left,December 6, 1997,Angola,Rayo Vallecano,0.31,0.29,1.84,0.00,8   ,0.35,2.15,21.2,66.3%,0.82,1.02,4.29,4.19,1.43,0.31,1.02,1.33,3.06
Iván Balliu,DF(FB-right),Right,January 1, 1992,Albania,Rayo Vallecano,0.00,0.01,0.16,0.05,24  ,0.06,1.36,46.4,74.8%,3.19,1.15,0.52,2.61,1.20,0.63,0.84,1.93,1.05
Alfonso Espino,DF(FB-left),Left,January 5, 1992,Uruguay,Rayo Vallecano,0.00,0.03,1.03,0.00,10  ,0.08,1.41,44.2,70.1%,3.56,1.41,1.03,2.72,3.28,1.59,1.78,2.91,0.94
Gerard Gumbau,MF(CM-DM),Left,December 18, 1994,Spain,Rayo Vallecano,0.00,0.09,1.52,0.06,75  ,0.22,2.80,45.3,69.4%,3.35,0.43,0.61,1.64,2.25,0.91,0.79,1.22,1.28
Pedro Díaz,MF(CM-DM),N/A,June 5, 1998,Spain,Rayo Vallecano,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Óscar Trejo,FW-MF(AM),Right,April 26, 1988,Argentina,Rayo Vallecano,0.00,0.06,1.14,0.00,53  ,0.27,4.57,57.8,83.3%,7.36,1.78,3.30,5.71,1.40,0.38,1.78,0.63,1.14
Aridane Hernández,DF(CB-right),Right,March 23, 1989,Spain,Rayo Vallecano,0.00,0.08,0.48,0.00,3   ,0.08,0.48,48.1,87.4%,3.03,0.16,0.48,0.00,0.48,0.96,1.28,5.11,2.39
Joni Montiel,MF,N/A,September 3, 1998,Spain,Rayo Vallecano,0.00,0.00,0.00,1818,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raúl de Tomás,FW,Right,October 17, 1994,Spain,Rayo Vallecano,0.00,0.00,0.00,1519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antonio Raillo,DF(CB),Right,October 8, 1991,Spain,Mallorca,0.06,0.05,0.92,0.06,96  ,0.12,0.83,50.1,87.6%,3.39,0.95,1.69,0.51,0.98,1.28,1.49,4.94,4.16
Johan Mojica,DF-MF(FB-WM-left),Left,August 21, 1992,Colombia,Mallorca,0.03,0.03,0.53,0.13,61  ,0.14,2.18,50.6,74.1%,4.20,1.82,0.53,3.73,1.16,0.86,0.30,2.41,0.43
Samu Costa,MF(CM-DM),Left,November 27, 2000,Portugal,Mallorca,0.00,0.06,1.10,0.08,23  ,0.10,1.75,49.3,80.5%,3.95,0.82,1.22,2.36,3.10,1.26,1.39,2.65,2.49
Sergi Darder,MF(AM-CM-WM),Right,December 22, 1993,Spain,Mallorca,0.08,0.11,1.43,0.12,80  ,0.26,3.81,43.0,75.8%,5.48,1.87,1.39,3.41,1.51,0.44,0.56,0.83,0.40
Martin Valjent,DF-MF(CB-right),Right,December 11, 1995,Slovakia,Mallorca,0.00,0.02,0.42,0.04,70  ,0.05,0.81,45.5,84.3%,3.20,0.66,0.46,1.08,0.93,0.73,0.66,5.40,1.70
Dani Rodríguez,FW-MF(AM-CM-WM),Right,June 6, 1988,Spain,Mallorca,0.17,0.11,1.09,0.21,66  ,0.22,2.77,34.2,68.2%,4.11,1.97,2.10,4.78,1.68,0.46,0.88,0.96,0.92
Pablo Maffeo,DF-MF(FB-right),Right,July 12, 1997,Spain,Mallorca,0.05,0.03,0.41,0.05,89  ,0.20,2.33,39.0,68.4%,2.84,1.50,0.83,4.65,2.33,0.98,1.45,3.05,1.03
Cyle Larin,FW-MF,Left,April 17, 1995,Canada,Mallorca,0.25,0.33,2.14,0.15,48  ,0.44,1.09,15.8,64.3%,0.80,0.95,3.98,5.37,0.50,0.15,0.75,0.70,2.94
Vedat Muriqi,FW-MF,Left,April 24, 1994,Kosovo,Mallorca,0.27,0.37,2.55,0.08,22  ,0.46,2.01,23.5,64.5%,1.63,0.87,5.13,5.28,0.19,0.42,0.38,1.25,5.44
Roberto Navarro,MF,Right,April 12, 2002,Spain,Mallorca,0.08,0.10,1.38,0.00,80  ,0.25,3.69,35.9,75.6%,3.77,3.29,2.80,5.88,1.99,1.14,1.18,0.53,0.32
Omar Mascarell,MF(CM-DM),Right,February 2, 1993,Equatorial,Mallorca,0.00,0.01,0.33,0.00,1   ,0.02,0.84,42.0,84.7%,3.22,0.47,0.28,0.70,1.54,2.05,1.49,2.56,1.54
Manu Morlanes,MF(CM-DM),Right,January 12, 1999,Spain,Mallorca,0.00,0.05,0.69,0.05,53  ,0.13,2.61,46.4,86.6%,5.65,1.55,0.85,2.13,2.93,1.87,1.23,1.17,0.75
Antonio Sánchez,MF,Right,January 1, 1997,Spain,Mallorca,0.00,0.06,0.93,0.00,32  ,0.11,1.42,36.3,73.1%,2.92,1.42,1.00,3.56,1.71,1.14,1.07,1.99,0.28
Copete,DF(CB-left),Left,October 10, 1999,Spain,Mallorca,0.06,0.06,0.58,0.06,86  ,0.10,0.64,44.9,80.0%,3.79,0.45,0.77,0.19,2.18,1.61,0.96,5.01,1.67
Takuma Asano,FW-MF(AM),Right,November 10, 1994,Japan,Mallorca,0.00,0.28,2.68,0.00,1   ,0.30,2.31,21.1,63.6%,1.49,2.83,4.18,8.20,1.04,0.45,0.75,0.45,0.89
Mateu Morey,DF,Right,March 2, 2000,Spain,Mallorca,0.00,0.02,0.37,0.00,10  ,0.06,2.39,55.7,80.2%,2.76,2.94,1.10,3.87,2.02,1.66,1.66,2.58,1.10
Toni Lato,DF(FB-left),Left,November 21, 1997,Spain,Mallorca,0.00,0.01,0.20,0.00,36  ,0.08,2.29,50.0,75.9%,3.69,2.29,1.10,5.88,2.29,1.00,0.90,2.19,0.80
Marc Domenech,FW,N/A,January 1, 2006,Spain,Mallorca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00
Abdón Prats,FW,N/A,December 7, 1992,Spain,Mallorca,0.30,0.28,3.44,0.00,1   ,0.30,0.75,15.2,58.8%,1.64,0.60,4.78,2.84,0.60,0.15,0.60,1.20,3.29
Valery Fernández,MF,Right,November 23, 1999,Spain,Mallorca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chiquinho,MF,Right,February 5, 2000,Portugal,Mallorca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Siebe Van Der Heyden,DF,Right,May 30, 1998,Belgium,St Pauli,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Javier Llabrés,FW,N/A,September 11, 2002,Spain,Eldense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Luna,MF,N/A,May 7, 2003,Colombia,Cartagena,0.00,0.00,0.00,2420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6141,0.00,0.00,0.00,0.00,0.00
Jan Salas,MF,N/A,August 10, 2005,Spain,Mallorca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00
David López,DF,N/A,February 3, 2003,Spain,Mallorca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego Llorente,DF(CB),Right,August 16, 1993,Spain,Real Betis,0.07,0.05,0.46,0.00,25  ,0.06,0.86,60.9,87.0%,3.19,0.43,0.82,0.16,1.15,1.61,1.15,5.07,2.34
Abde Ezzalzouli,FW-MF,Right,December 17, 2001,Morocco,Real Betis,0.05,0.39,3.00,0.05,9   ,0.48,2.89,35.6,69.8%,3.15,5.63,7.20,9.73,1.95,0.32,1.00,0.68,1.58
Romain Perraud,DF(FB-left),Left,September 22, 1997,France,Real Betis,0.06,0.02,0.78,0.06,33  ,0.08,1.34,53.5,77.6%,2.57,2.23,1.01,5.02,1.56,1.17,0.84,3.29,0.56
Sergi Altimira,MF,N/A,August 25, 2001,Spain,Real Betis,0.00,0.09,0.96,0.06,58  ,0.18,2.36,56.4,88.0%,4.66,0.96,0.83,1.15,2.75,1.09,1.41,1.79,0.32
Johnny Cardoso,MF(DM),Right,September 20, 2001,United,Real Betis,0.04,0.07,0.75,0.08,28  ,0.12,1.49,45.6,84.1%,3.11,0.75,0.79,1.24,2.45,1.99,1.53,2.45,1.70
Vitor Roque,FW,N/A,February 28, 2005,Brazil,Real Betis,0.26,0.42,2.96,0.00,21  ,0.49,2.25,14.6,72.8%,1.22,2.06,4.12,4.38,0.84,0.45,0.45,0.45,1.16
Natan,DF(CB-left),Left,February 6, 2001,Brazil,Real Betis,0.00,0.01,0.48,0.00,83  ,0.05,0.28,58.8,87.4%,2.63,0.69,1.11,0.55,1.66,1.18,1.18,4.77,3.32
Marc Bartra,DF(CB-FB),Right,January 15, 1991,Spain,Real Betis,0.16,0.07,0.81,0.00,3   ,0.07,0.41,52.8,79.2%,3.09,0.33,0.90,0.08,1.22,1.87,1.38,6.75,2.20
Pablo Fornals,FW-MF(AM-WM),Right,February 22, 1996,Spain,Real Betis,0.14,0.14,1.40,0.09,26  ,0.28,4.07,49.9,74.8%,7.01,1.99,2.80,5.56,1.54,1.49,1.31,0.77,1.13
Youssouf Sabaly,DF(FB-right),Right,March 5, 1993,Senegal,Real Betis,0.00,0.02,0.30,0.00,5   ,0.04,1.25,55.0,83.5%,3.36,1.71,1.40,3.26,1.76,0.90,0.65,2.36,0.65
Giovani Lo Celso,FW-MF(AM-CM),Left,April 9, 1996,Argentina,Real Betis,0.40,0.15,2.33,0.08,93  ,0.51,6.02,66.1,78.6%,9.22,1.44,3.45,4.33,2.81,0.48,0.96,0.24,0.40
Marc Roca,MF(CM-DM),Left,November 26, 1996,Spain,Real Betis,0.16,0.09,0.96,0.16,57  ,0.18,2.15,53.7,86.6%,5.90,0.96,1.52,1.20,2.15,1.20,1.60,1.36,0.48
Aitor Ruibal,DF-FW-MF(FB-right),Right,March 22, 1996,Spain,Real Betis,0.00,0.06,1.02,0.19,68  ,0.18,2.59,43.1,78.3%,3.33,1.67,2.22,4.25,2.13,1.11,1.20,2.31,0.56
Isco,FW-MF(AM-CM),Right,April 21, 1992,Spain,Real Betis,0.16,0.16,2.11,0.24,34  ,0.33,6.25,60.0,81.9%,9.26,2.60,3.90,6.99,1.62,0.41,0.89,0.24,0.97
Ricardo Rodríguez,DF-MF(CB-FB-left),Left,August 25, 1992,Switzerland,Real Betis,0.06,0.01,0.42,0.06,36  ,0.08,2.25,52.6,81.1%,3.98,0.95,0.42,2.25,1.48,0.47,0.77,2.08,1.36
Ezequiel Ávila,FW-MF,Right,February 6, 1994,Argentina,Real Betis,0.34,0.25,3.14,0.00,16  ,0.37,4.38,31.7,69.6%,2.69,2.13,4.38,7.41,1.01,0.11,0.67,1.01,0.90
Héctor Bellerín,DF-MF(FB-right),Right,March 19, 1995,Spain,Real Betis,0.00,0.04,0.32,0.21,97  ,0.30,1.91,50.9,80.0%,3.82,0.74,1.80,4.13,2.01,1.06,0.64,2.76,0.74
Jesus Rodríguez,DF,N/A,November 21, 2005,Spain,Real Betis,0.19,0.11,2.28,0.00,1   ,0.13,3.42,28.7,71.5%,3.62,4.57,5.90,9.32,2.09,0.76,1.71,0.38,0.57
Cédric Bakambu,FW,Right,April 11, 1991,Congo,Real Betis,0.13,0.35,2.80,0.27,45  ,0.45,1.74,15.4,62.9%,1.60,0.93,4.41,5.61,0.53,0.00,1.07,0.40,1.74
Ángel Ortíz,MF,N/A,July 25, 2004,Spain,Real Betis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,0.00,0.00,0.00,0.00,0.00
William Carvalho,MF(CM-DM),Right,April 7, 1992,Portugal,Real Betis,0.16,0.06,1.25,0.16,48  ,0.14,2.50,74.5,86.8%,7.33,0.62,0.78,1.09,1.56,1.25,1.40,1.40,1.25
Iker Losada,MF,N/A,August 1, 2001,Spain,Celta Vigo,0.00,0.12,1.17,0.00,10  ,0.20,1.95,38.6,76.8%,4.49,2.93,2.73,5.66,2.54,0.59,0.39,0.59,0.59
Antony,FW-MF(AM-right),Left,February 24, 2000,Brazil,Real Betis,0.30,0.36,3.81,0.20,19  ,0.49,4.91,46.0,83.2%,3.41,3.51,4.41,9.02,2.20,0.90,1.70,0.60,0.30
Assane Diao,FW-MF,N/A,September 7, 2005,Spain,Como,0.51,0.25,2.22,0.20,42  ,0.44,1.82,21.6,76.2%,1.62,3.03,4.85,8.89,2.12,0.30,0.81,1.21,1.41
Juanmi,FW-MF(AM),Right,May 20, 1993,Spain,Getafe,0.23,0.27,1.50,0.08,75  ,0.42,2.03,23.6,78.0%,1.20,0.90,2.93,4.21,1.65,0.53,0.68,0.68,1.05
Nabil Fekir,FW-MF(AM),Left,July 18, 1993,France,Al Jazira,0.11,0.19,2.30,0.22,59  ,0.41,5.16,50.7,78.8%,5.60,3.07,3.73,7.02,1.32,0.33,0.77,0.33,0.66
Rodri,FW-MF(AM),Left,May 16, 2000,Spain,Al-Arabi,0.00,0.00,0.00,2221,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0212,0.00,0.00
Sergio Arribas,DF,N/A,February 10, 2003,Spain,Real Betis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Cucho,FW-MF,Right,April 20, 1999,Colombia,Real Betis,0.72,0.46,5.54,0.43,99  ,0.79,5.71,40.9,65.3%,6.94,2.60,5.88,6.56,1.28,0.51,0.89,0.30,1.49
Pablo Garcia,FW,N/A,August 15, 2006,Spain,Real Betis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00
Nobel Mendy,DF,N/A,September 3, 2004,France,Real Betis,0.00,0.00,0.00,2418,0.00,0.00,0.00,0.00,0.00,0.00,00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aimar Oroz,MF,Right,November 27, 2001,Spain,Osasuna,0.11,0.15,1.53,0.04,47  ,0.23,2.70,33.8,81.7%,4.56,2.01,2.45,4.49,1.35,0.84,1.13,0.22,0.47
Catena,DF(CB),Right,October 28, 1994,Spain,Osasuna,0.00,0.06,0.68,0.09,80  ,0.10,0.68,43.2,80.7%,2.56,0.28,1.33,0.09,1.48,0.71,1.05,5.55,2.07
Jesús Areso,DF(FB-right),Right,July 2, 1999,Spain,Osasuna,0.00,0.01,0.30,0.15,51  ,0.10,2.28,46.0,71.9%,3.45,3.18,0.63,6.36,1.50,0.42,0.96,2.34,0.69
Lucas Torró,MF(CM-DM),Right,July 19, 1994,Spain,Osasuna,0.15,0.06,0.97,0.00,7   ,0.09,1.26,42.7,75.5%,3.68,0.30,1.75,1.23,2.04,1.45,1.26,1.90,4.94
Ante Budimir,FW,Left,July 22, 1991,Croatia,Osasuna,0.46,0.34,2.56,0.04,7   ,0.39,1.60,13.7,54.2%,0.92,0.69,5.38,3.78,0.65,0.08,0.76,0.65,4.92
Enzo Boyomo,DF(CB),N/A,October 7, 2001,Cameroon,Osasuna,0.09,0.05,0.35,0.00,76  ,0.08,0.35,44.2,86.9%,3.13,0.44,0.71,0.04,2.16,1.06,1.23,3.83,1.01
Rubén García,FW-MF(AM-WM),Left,July 14, 1993,Spain,Osasuna,0.12,0.11,1.34,0.20,14  ,0.23,3.50,44.6,71.1%,4.01,1.26,2.60,6.22,2.28,0.71,1.22,1.61,1.26
Jon Moncayola,MF(CM),Right,May 13, 1998,Spain,Osasuna,0.04,0.07,1.02,0.04,73  ,0.20,2.85,45.3,74.8%,4.73,0.90,1.30,2.24,2.12,0.61,1.79,0.81,0.69
Bryan Zaragoza,MF,Right,April 25, 2001,Spain,Osasuna,0.07,0.15,1.74,0.33,45  ,0.33,3.47,25.3,63.1%,2.74,5.41,4.47,7.81,0.93,0.07,0.53,0.53,0.07
Juan Cruz Armada,DF(FB-left),Left,July 28, 1992,Spain,Osasuna,0.00,0.01,0.27,0.00,1   ,0.01,0.68,42.7,75.4%,3.40,0.82,0.27,1.15,1.36,0.75,0.75,2.85,0.68
Abel,DF(FB-left),N/A,August 21, 2000,Spain,Osasuna,0.14,0.03,0.61,0.00,14  ,0.07,1.09,45.3,70.1%,3.27,2.25,0.68,3.27,2.25,0.75,1.36,2.73,1.09
Jorge Herrando,DF,Left,February 28, 2001,Spain,Osasuna,0.00,0.03,0.30,0.05,27  ,0.04,0.20,45.9,81.0%,2.39,0.30,0.50,0.05,1.25,0.65,1.15,3.79,1.80
Pablo Ibáñez,MF,N/A,September 20, 1998,Spain,Osasuna,0.00,0.13,1.53,0.15,73  ,0.26,1.53,36.0,76.6%,4.22,1.53,2.84,2.99,1.07,1.23,2.07,1.92,2.23
Rubén Peña,DF-MF(FB-WM-right),Right,July 18, 1991,Spain,Osasuna,0.00,0.06,1.11,0.08,14  ,0.18,2.94,27.7,61.3%,2.70,2.54,2.22,5.88,1.35,1.03,1.59,1.35,0.40
Raúl,FW,N/A,November 3, 2000,Spain,Osasuna,0.36,0.28,2.38,0.07,10  ,0.35,1.58,18.9,65.4%,1.73,1.44,3.96,4.25,0.94,0.22,0.58,0.43,2.66
Moi Gómez,FW-MF(AM-CM-WM-left),Right,June 23, 1994,Spain,Osasuna,0.07,0.05,0.67,0.00,42  ,0.12,2.09,48.7,80.1%,5.15,1.27,1.19,2.61,1.12,0.52,0.75,1.19,0.82
Iker Muñoz,MF,N/A,November 5, 2002,Spain,Osasuna,0.15,0.05,0.99,0.00,7   ,0.07,1.22,43.8,74.3%,3.21,0.84,0.92,1.38,1.76,0.61,1.15,2.37,2.07
Nacho Vidal,DF(FB-right),Right,January 24, 1995,Spain,Oviedo,0.00,0.18,1.37,0.00,11  ,0.21,1.37,42.3,77.0%,2.34,1.56,2.54,5.08,2.34,0.39,0.98,2.73,2.73
Iker Benito,FW,N/A,August 10, 2002,Spain,Mirandés,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Unai García,DF(CB-right),Right,February 3, 1992,Spain,Osasuna,0.00,0.00,0.00,1522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Asier Osambela,MF,N/A,February 8, 2004,Spain,Osasuna,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Miguel Gutiérrez,DF-MF(FB-left),Left,July 27, 2001,Spain,Girona,0.08,0.07,1.09,0.22,93  ,0.27,2.88,56.4,84.5%,4.38,2.26,1.96,6.83,1.36,0.65,0.63,1.36,0.33
David López,DF-MF(CB-DM),Right,October 9, 1989,Spain,Girona,0.09,0.05,0.58,0.00,6   ,0.05,0.91,76.5,92.0%,3.98,0.58,0.64,0.18,1.16,0.67,1.00,3.28,1.25
Bryan Gil,FW-MF,Left,February 11, 2001,Spain,Girona,0.14,0.13,1.62,0.14,48  ,0.32,3.15,40.7,82.0%,3.92,3.96,4.14,10.9,1.89,0.63,1.35,0.45,0.05
Arnau Martinez,DF-MF(FB-right),Right,April 25, 2003,Spain,Girona,0.08,0.04,0.61,0.08,44  ,0.13,1.96,65.7,86.3%,6.03,1.73,1.88,3.57,1.57,0.77,0.92,2.65,1.08
Daley Blind,DF-MF(CB-DM-FB-left),Left,March 9, 1990,Netherlands,Girona,0.00,0.02,0.29,0.03,88  ,0.07,1.59,84.8,88.8%,7.72,2.03,0.79,1.46,1.68,0.99,1.02,2.76,0.79
Iván Martín,MF(AM),N/A,February 14, 1999,Spain,Girona,0.06,0.08,0.45,0.13,78  ,0.23,2.21,59.4,90.3%,5.00,2.37,1.10,3.18,1.17,0.81,0.88,0.65,0.19
Yangel Herrera,MF(AM-CM-DM),Right,January 14, 1998,Venezuela,Girona,0.15,0.16,1.88,0.08,59  ,0.26,2.11,49.0,84.4%,4.79,1.11,2.34,3.10,2.76,1.45,1.03,1.91,1.65
Ladislav Krejčí,DF-MF,Left,April 20, 1999,Czech,Girona,0.09,0.06,0.56,0.00,11  ,0.06,0.78,79.7,90.1%,5.02,1.08,0.65,0.35,1.21,1.30,1.04,3.03,1.38
Donny van de Beek,MF(CM),Right,April 18, 1997,Netherlands,Girona,0.15,0.10,0.86,0.10,55  ,0.30,1.73,30.5,82.2%,3.31,1.07,3.21,5.19,1.93,0.41,1.32,0.76,0.56
Abel Ruiz,FW,Right,January 28, 2000,Spain,Girona,0.20,0.20,1.45,0.00,11  ,0.26,0.79,18.2,85.5%,1.45,1.25,3.76,4.75,0.46,0.26,0.46,0.59,0.59
Oriol Romeu,MF(CM-DM),Right,September 24, 1991,Spain,Girona,0.00,0.02,0.22,0.00,22  ,0.06,1.04,58.3,89.4%,4.61,1.04,0.33,0.44,3.35,0.71,1.54,1.21,1.04
