Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Finn Azaz,MF(AM-CM),Right,September 7, 2000,Republic,Middlesbrough,0.30,0.22,2.72,0.35,84  ,0.50,4.48,40.6,69.6%,5.87,2.28,4.10,6.98,0.92,0.33,0.76,0.49,0.22
Hayden Hackney,MF(DM-left),N/A,June 26, 2002,England,Middlesbrough,0.18,0.12,1.95,0.07,71  ,0.22,3.72,75.8,84.3%,10.7,2.65,1.70,2.06,1.95,0.85,1.36,0.74,0.44
Neto Borges,DF-MF(FB-left),Left,September 13, 1996,Brazil,Middlesbrough,0.00,0.05,0.56,0.13,31  ,0.11,1.34,49.3,82.2%,2.12,1.64,1.86,7.25,2.29,1.34,0.69,2.94,1.55
George Edmundson,DF(CB),Right,August 31, 1997,England,Middlesbrough,0.04,0.09,0.41,0.04,22  ,0.10,0.65,61.7,89.4%,3.58,0.69,0.49,0.04,0.94,0.90,0.65,5.09,1.51
Luke Ayling,DF-MF(CB-DM-FB-right),Right,August 25, 1991,England,Middlesbrough,0.00,0.04,0.72,0.30,88  ,0.19,2.67,67.7,82.2%,5.62,1.83,1.47,3.87,2.37,1.11,1.41,1.98,1.53
Ben Doak,FW-MF,N/A,November 11, 2005,Scotland,Middlesbrough,0.15,0.22,1.37,0.35,73  ,0.46,4.15,34.4,79.1%,2.83,6.78,6.12,12.6,1.32,0.25,0.86,0.71,0.20
Emmanuel Latte Lath,FW,Right,January 1, 1999,Côte,Atlanta United,0.62,0.48,2.77,0.12,73  ,0.59,2.40,13.2,72.9%,1.00,1.53,5.20,4.55,1.00,0.31,1.06,0.59,1.93
Aidan Morris,MF(CM-DM),Right,November 16, 2001,United,Middlesbrough,0.06,0.10,1.29,0.09,34  ,0.15,2.62,78.2,92.3%,7.29,1.07,1.32,2.08,3.00,1.23,1.61,0.50,0.19
Rav van den Berg,DF,Left,July 7, 2004,Netherlands,Middlesbrough,0.00,0.00,0.11,0.00,29  ,0.01,0.40,60.0,91.9%,3.95,0.40,0.47,0.25,1.38,1.09,1.01,4.57,2.14
Delano Burgzorg,FW-MF,Right,November 7, 1998,Suriname,Middlesbrough,0.19,0.26,2.68,0.11,10  ,0.35,3.02,18.3,78.9%,2.33,2.37,5.13,6.89,1.11,0.23,0.65,0.34,0.54
Anfernee Dijksteel,DF(CB-FB-right),N/A,October 27, 1996,Suriname,Middlesbrough,0.06,0.03,0.19,0.06,36  ,0.11,1.69,65.1,84.9%,4.69,2.44,1.82,2.94,2.63,1.06,1.69,2.88,0.88
Matthew Clarke,DF(CB-left),Right,September 22, 1996,England,Derby County,0.10,0.07,0.76,0.07,73  ,0.10,0.56,65.3,85.3%,3.29,0.53,1.28,0.16,1.88,1.52,1.38,5.04,2.47
Tommy Conway,FW,N/A,August 6, 2002,Scotland,Middlesbrough,0.44,0.28,1.95,0.05,46  ,0.37,2.44,19.9,83.9%,1.71,1.95,5.51,7.51,0.49,0.05,0.78,0.29,0.24
Daniel Barlaser,MF(CM-DM),Right,January 18, 1997,Turkey,Middlesbrough,0.05,0.02,0.54,0.05,89  ,0.19,3.37,79.6,85.3%,7.18,1.24,0.64,1.53,1.34,0.64,0.84,1.09,0.40
Riley McGree,FW-MF(AM),Left,November 2, 1998,Australia,Middlesbrough,0.12,0.22,2.47,0.37,76  ,0.46,3.15,40.4,80.5%,5.56,1.85,4.08,6.36,0.86,0.31,0.43,0.68,0.56
Dael Fry,DF(CB),Right,August 30, 1997,England,Middlesbrough,0.00,0.04,0.21,0.00,83  ,0.09,0.43,72.6,90.6%,1.71,0.11,0.32,0.00,0.21,1.28,1.07,7.47,3.52
Isaiah Jones,DF-FW-MF(AM-WM-right),Right,June 26, 1999,Guyana,Luton Town,0.16,0.22,1.42,0.11,53  ,0.38,3.06,32.9,75.1%,3.48,3.37,4.22,9.27,1.74,0.69,0.63,1.11,0.53
Jonny Howson,DF-MF(AM-CM-DM),Right,May 21, 1988,England,Middlesbrough,0.06,0.02,0.72,0.00,70  ,0.13,2.70,65.4,85.4%,5.83,1.14,0.42,1.02,1.50,0.96,0.84,1.62,0.42
Lukas Engel,DF-MF(FB-left),N/A,December 14, 1998,Denmark,Middlesbrough,0.08,0.06,1.19,0.08,15  ,0.11,2.06,64.3,73.4%,4.68,2.14,2.30,7.62,2.38,2.06,2.14,2.78,1.51
Micah Hamilton,MF,N/A,November 13, 2003,England,Stockport County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ryan Giles,DF-MF(FB-WM-left),Left,January 26, 2000,England,Middlesbrough,0.00,0.01,0.47,0.05,62  ,0.11,2.03,59.3,77.2%,3.34,2.78,0.52,3.77,0.89,0.75,0.89,2.97,0.71
Marcus Forss,FW-MF,Right,June 18, 1999,Finland,Middlesbrough,0.28,0.25,2.11,0.00,1   ,0.27,1.55,14.2,62.4%,1.41,0.42,3.66,5.07,1.13,0.28,0.70,0.85,1.13
Morgan Whittaker,FW-MF(AM-right),Left,January 7, 2001,England,Middlesbrough,0.14,0.13,2.97,0.06,8   ,0.22,2.46,26.3,68.8%,2.54,1.92,2.09,6.11,1.50,0.23,0.99,0.88,0.23
Samuel Iling-Junior,MF,N/A,October 4, 2003,England,Middlesbrough,0.18,0.07,1.09,0.00,60  ,0.19,3.44,41.5,74.5%,2.99,3.63,2.27,8.16,1.90,0.63,1.45,1.81,0.36
Alexander Gilbert,FW,N/A,December 28, 2001,Republic,Charlton Athletic,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
George McCormick,DF,N/A,January 27, 2005,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nathan Simpson,MF,N/A,February 24, 2004,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Finley Cartwright,MF,N/A,February 28, 2007,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Josh Dede,DF,N/A,January 4, 2006,Scotland,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,901.,0.00,0.00,0.00,0.00,0000,0.00,0.00,0.00,0.00,0.00
Sonny Finch,FW,N/A,August 5, 2005,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Charlie Lennon,MF,N/A,April 9, 2006,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Law McCabe,MF,N/A,June 12, 2006,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luke Woolston,DF,N/A,November 30, 2004,England,Middlesbrough,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Milan van Ewijk,DF-MF(FB-right),Right,September 8, 2000,Netherlands,Coventry City,0.05,0.06,0.68,0.09,81  ,0.19,2.24,52.2,77.2%,3.61,2.77,1.61,5.66,2.14,1.30,0.91,2.42,0.68
Jack Rudoni,MF(AM-CM),Left,May 26, 2000,England,Coventry City,0.10,0.20,2.13,0.25,66  ,0.40,3.68,44.6,71.1%,4.87,3.14,2.97,6.43,1.36,0.69,1.21,1.26,1.53
Joël Latibeaudière,DF-MF(CB),N/A,January 6, 2000,Jamaica,Coventry City,0.03,0.03,0.26,0.00,75  ,0.06,1.05,61.1,88.0%,2.94,0.67,0.55,0.47,1.75,1.02,0.99,3.72,1.95
Josh Eccles,MF(CM-DM),Right,April 6, 2000,England,Coventry City,0.09,0.09,1.26,0.15,84  ,0.22,3.02,53.0,79.3%,5.71,1.61,1.32,3.23,2.21,0.96,1.61,1.49,0.81
Victor Torp,MF,Right,July 30, 1999,Denmark,Coventry City,0.12,0.13,1.87,0.08,92  ,0.30,3.53,48.2,75.9%,4.81,0.83,1.58,3.07,2.20,1.20,1.41,1.41,1.04
Luis Binks,DF(CB-left),Left,September 2, 2001,England,Coventry City,0.00,0.03,0.30,0.00,63  ,0.05,1.11,69.6,83.5%,4.87,1.24,0.68,0.26,1.32,1.11,1.03,5.77,3.08
Ben Sheaf,MF(CM-DM),Right,February 5, 1998,England,Coventry City,0.00,0.06,1.03,0.08,63  ,0.15,2.82,65.5,85.2%,7.63,1.41,1.11,1.41,2.52,0.95,1.64,0.80,1.22
Tatsuhiro Sakamoto,MF(WM-right),Left,October 22, 1996,Japan,Coventry City,0.18,0.12,1.17,0.18,48  ,0.28,3.05,33.8,74.4%,3.58,2.29,2.58,8.33,1.58,0.29,0.65,1.23,1.06
Jake Bidwell,DF-MF(CB-DM-FB-WM-left),Left,March 21, 1993,England,Coventry City,0.08,0.07,0.54,0.04,62  ,0.17,1.77,50.0,72.7%,4.49,1.24,1.44,5.81,0.87,0.95,1.20,2.93,1.77
Ellis Simms,FW,Right,January 5, 2001,England,Coventry City,0.41,0.36,2.64,0.07,53  ,0.46,1.69,15.1,63.6%,1.02,1.29,4.40,5.39,0.10,0.00,0.17,0.64,2.34
Brandon Thomas-Asante,FW-MF,Right,December 29, 1998,Ghana,Coventry City,0.29,0.42,2.91,0.10,13  ,0.47,2.09,14.3,63.1%,1.26,1.70,4.17,4.80,0.73,0.78,0.44,0.34,1.12
Liam Kitching,DF(CB-left),N/A,October 1, 1999,England,Coventry City,0.00,0.04,0.35,0.10,97  ,0.12,1.04,55.3,81.6%,3.36,0.69,0.84,0.30,1.28,0.94,1.53,4.30,2.37
Jay Dasilva,DF-MF(FB-left),Left,April 22, 1998,Wales,Coventry City,0.00,0.01,0.26,0.10,22  ,0.07,1.96,61.8,82.6%,5.25,1.75,0.93,5.10,2.47,0.98,1.29,2.27,0.82
Haji Wright,FW-MF,N/A,March 27, 1998,United,Coventry City,0.46,0.40,3.03,0.13,55  ,0.57,2.44,21.0,71.0%,1.60,4.08,5.97,7.61,0.92,0.17,0.59,0.76,1.81
Norman Bassette,FW,N/A,November 9, 2004,Belgium,Coventry City,0.21,0.50,1.88,0.00,1   ,0.53,1.47,8.06,61.0%,0.63,1.05,4.29,4.40,0.42,0.00,1.05,0.84,1.15
Ephron Mason-Clark,FW-MF(AM),N/A,August 25, 1999,England,Coventry City,0.35,0.40,2.27,0.35,98  ,0.81,2.97,22.7,73.2%,1.66,4.36,4.63,8.38,1.48,0.61,0.87,0.44,0.96
Jamie Allen,MF(AM-CM),Right,January 29, 1995,England,Coventry City,0.13,0.13,0.65,0.00,3   ,0.14,1.30,34.5,87.2%,2.86,0.39,0.52,0.91,2.34,0.91,1.43,1.04,1.17
Matt Grimes,MF(CM-DM),Left,July 15, 1995,England,Coventry City,0.02,0.03,0.70,0.05,65  ,0.13,2.84,89.4,87.2%,8.75,1.56,0.27,0.93,1.81,0.77,0.90,1.35,0.65
Kasey Palmer,FW-MF(AM),Right,November 9, 1996,Jamaica,Hull City,0.16,0.11,2.19,0.11,47  ,0.27,3.42,43.4,79.2%,5.56,1.55,1.82,4.17,1.39,0.43,0.91,0.80,0.80
Raphael Borges Rodrigues,MF,N/A,September 11, 2003,Australia,Coventry City,0.00,0.00,0.00,2217,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0211,0.00,0.00
Fabio Tavares,FW,N/A,January 22, 2001,England,Burton Albion,0.00,0.00,0.00,2119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kai Andrews,MF,N/A,August 6, 2006,Wales,Motherwell,0.00,0.00,0.00,2517,221.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jack Burroughs,MF,N/A,March 21, 2001,Scotland,Coventry City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aidan Dausch,FW,N/A,May 12, 2006,England,Coventry City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Ryan Howley,MF,N/A,November 23, 2003,Wales,Coventry City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jimmy Dunne,DF(CB),Right,October 19, 1997,Republic,Queens Park Rangers,0.11,0.12,1.37,0.04,6   ,0.15,1.48,52.1,73.5%,3.28,1.37,3.03,1.28,2.34,1.08,1.08,5.62,4.92
Sam Field,MF(CM-DM),Right,May 8, 1998,England,Queens Park Rangers,0.17,0.12,0.96,0.02,36  ,0.18,1.34,35.2,77.7%,2.66,0.53,1.58,0.84,1.87,1.13,1.53,2.95,2.30
Steve Cook,DF-MF(CB),Right,April 19, 1991,England,Queens Park Rangers,0.05,0.04,0.67,0.00,42  ,0.06,0.87,49.5,78.1%,2.14,0.31,1.16,0.18,0.80,0.95,1.24,5.84,2.11
Kenneth Paal,DF-MF(FB-left),Left,June 24, 1997,Suriname,Queens Park Rangers,0.03,0.03,0.41,0.09,65  ,0.13,2.41,50.8,81.9%,2.82,0.84,0.70,1.72,1.69,1.28,1.25,3.63,0.70
Paul Smyth,FW-MF(AM-right),Right,September 10, 1997,Northern,Queens Park Rangers,0.07,0.16,1.67,0.10,23  ,0.27,3.27,29.4,62.3%,3.10,4.57,2.97,6.90,1.27,0.43,1.17,0.97,0.43
Jonathan Varane,MF,Right,September 9, 2001,Martinique,Queens Park Rangers,0.00,0.03,0.63,0.05,7   ,0.05,1.07,36.5,82.8%,2.81,0.78,0.63,0.58,2.91,1.40,1.84,2.28,1.40
Koki Saito,FW-MF(AM-left),N/A,August 10, 2001,Japan,Queens Park Rangers,0.10,0.12,1.60,0.10,54  ,0.29,3.49,25.8,79.7%,2.25,3.00,3.89,4.64,2.90,0.60,0.70,0.90,0.55
Michael Frey,FW,Right,July 19, 1994,Switzerland,Queens Park Rangers,0.34,0.24,1.93,0.06,23  ,0.31,2.15,20.0,63.0%,1.47,0.62,3.68,3.12,1.30,0.34,0.68,0.85,3.46
Kieran Morgan,MF,N/A,March 17, 2006,England,Queens Park Rangers,0.07,0.04,0.97,0.14,67  ,0.14,1.67,39.4,72.7%,4.17,0.76,1.04,2.50,1.46,0.56,0.35,1.25,0.49
Ilias Chair,FW-MF(AM),Right,October 30, 1997,Morocco,Queens Park Rangers,0.22,0.22,2.81,0.30,77  ,0.46,4.70,42.9,74.0%,3.52,3.48,3.15,4.93,0.78,0.37,1.04,0.19,0.26
Nicolas Madsen,MF,N/A,March 17, 2000,Denmark,Queens Park Rangers,0.07,0.12,1.22,0.00,64  ,0.22,3.23,34.7,76.4%,4.03,0.79,1.94,3.31,1.08,0.93,1.22,1.29,1.01
Harrison Ashby,DF,Right,November 14, 2001,Scotland,Queens Park Rangers,0.00,0.06,0.71,0.00,14  ,0.11,1.02,39.5,73.3%,2.51,1.02,0.86,1.88,3.05,0.71,1.57,3.92,0.55
Žan Celar,FW,N/A,March 14, 1999,Slovenia,Queens Park Rangers,0.19,0.32,2.48,0.00,1   ,0.34,1.72,11.8,71.0%,0.76,0.48,3.43,3.43,0.38,0.00,0.19,0.95,1.81
Karamoko Dembélé,FW-MF,N/A,February 22, 2003,England,Queens Park Rangers,0.12,0.07,1.77,0.35,73  ,0.30,4.38,34.0,69.4%,3.90,2.13,2.01,6.62,0.83,0.47,0.24,0.47,0.71
Morgan Fox,DF(CB-FB-left),Left,September 21, 1993,Wales,Queens Park Rangers,0.13,0.05,0.46,0.00,72  ,0.09,1.04,52.6,81.1%,2.15,0.33,1.04,0.46,1.63,0.46,1.30,5.34,2.08
Lucas Andersen,FW-MF(AM-WM),Right,September 13, 1994,Denmark,Queens Park Rangers,0.11,0.16,1.65,0.16,55  ,0.32,3.98,42.3,71.1%,3.56,1.91,3.19,5.95,1.65,0.90,1.01,0.90,0.27
Jake Clarke-Salter,DF(CB-left),Right,September 22, 1997,England,Queens Park Rangers,0.00,0.03,0.45,0.05,26  ,0.04,0.75,52.3,84.6%,1.91,0.30,0.65,0.00,1.66,0.80,0.96,4.78,2.41
Ronnie Edwards,DF(CB),N/A,March 28, 2003,England,Queens Park Rangers,0.14,0.18,1.23,0.00,3   ,0.18,0.68,49.3,86.2%,1.64,0.68,1.36,0.14,1.36,1.23,1.36,5.45,2.59
Rayan Kolli,FW,Right,February 10, 2005,Algeria,Queens Park Rangers,0.60,0.15,2.11,0.30,85  ,0.32,1.81,17.1,56.1%,0.90,1.05,3.76,5.12,0.60,0.15,0.45,1.35,2.26
Liam Morrison,DF,N/A,April 7, 2003,Scotland,Queens Park Rangers,0.00,0.08,0.46,0.00,3   ,0.08,0.15,44.9,82.1%,1.06,0.15,0.61,0.00,1.21,1.21,1.37,7.44,1.37
Jack Colback,DF-MF(DM-left),Left,October 24, 1989,England,Queens Park Rangers,0.09,0.04,0.62,0.00,19  ,0.07,2.04,44.6,86.7%,3.28,0.89,1.33,1.24,1.68,1.24,1.24,0.62,0.80
Hevertton Santos,MF,N/A,February 1, 2001,Brazil,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6431,0.00,0.00,0.00,0.00,0.00
Alfie Lloyd,FW,N/A,April 30, 2003,England,Queens Park Rangers,0.32,0.19,2.27,0.00,80  ,0.32,2.43,20.7,73.4%,1.13,2.91,4.86,6.31,1.78,0.00,0.81,1.46,3.56
Daniel Bennie,MF,N/A,April 13, 2006,Australia,Queens Park Rangers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elijah Dixon-Bonner,MF,N/A,January 1, 2001,England,Queens Park Rangers,0.00,0.00,0.00,2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0181,0.00,0.00
Lyndon Dykes,FW-MF,Right,October 7, 1995,Scotland,Birmingham City,0.35,0.17,1.40,0.12,89  ,0.35,0.93,20.2,59.2%,1.16,1.05,2.79,3.73,1.28,0.23,1.16,1.40,4.89
Alex Aoraha,MF,N/A,January 17, 2003,Iraq,Ebbsfleet United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shane Duffy,DF-MF(CB-right),Right,January 1, 1992,Republic,Norwich City,0.05,0.09,0.88,0.00,68  ,0.12,0.74,73.9,87.7%,2.28,0.32,1.43,0.16,0.74,0.66,1.33,4.83,3.45
Callum Doyle,DF(CB-left),N/A,October 3, 2003,England,Norwich City,0.03,0.03,0.45,0.17,99  ,0.11,1.44,85.2,84.3%,5.21,1.02,0.74,1.58,1.64,1.53,1.13,3.99,1.58
Borja Sainz,FW-MF(AM-left),Right,February 1, 2001,Spain,Norwich City,0.47,0.34,2.88,0.10,37  ,0.48,3.24,28.3,77.9%,2.90,3.29,4.36,6.69,1.87,0.54,0.78,0.31,0.03
Ante Crnac,FW-MF,N/A,December 17, 2003,Croatia,Norwich City,0.23,0.18,1.13,0.14,39  ,0.32,1.98,17.2,71.8%,0.99,1.31,2.79,3.24,1.62,0.18,1.26,0.95,1.26
Kenny McLean,MF(AM-CM-DM-WM),Left,January 8, 1992,Scotland,Norwich City,0.00,0.03,0.47,0.11,40  ,0.09,2.34,71.5,85.8%,5.42,1.81,0.80,0.91,2.25,0.74,1.02,1.07,0.80
Kellen Fisher,DF,N/A,May 5, 2004,England,Norwich City,0.00,0.03,0.50,0.05,4   ,0.06,1.39,56.0,86.3%,2.84,1.49,1.05,2.99,2.29,1.49,1.10,2.69,1.20
Emiliano Marcondes,FW-MF(CM-WM),Right,March 9, 1995,Denmark,Norwich City,0.20,0.27,1.54,0.25,86  ,0.41,3.29,47.6,77.0%,5.03,1.29,2.49,4.13,1.94,1.00,1.24,1.14,0.65
Marcelino Núñez,MF(CM),Right,March 1, 2000,Chile,Norwich City,0.21,0.14,2.09,0.11,93  ,0.32,3.65,68.0,82.1%,5.17,1.10,0.60,1.56,3.26,0.46,1.17,1.63,0.57
Josh Sargent,FW-MF,Right,February 20, 2000,United,Norwich City,0.53,0.48,2.76,0.21,92  ,0.67,2.40,14.6,82.4%,1.38,1.20,4.45,4.42,0.46,0.18,0.39,0.67,1.02
Anis Ben Slimane,MF(CM),N/A,March 16, 2001,Tunisia,Norwich City,0.14,0.10,0.92,0.00,77  ,0.21,2.27,52.3,86.5%,3.77,1.14,1.42,2.91,2.06,0.43,0.92,1.35,0.57
Jack Stacey,DF-FW-MF(FB-right),Right,April 6, 1996,England,Norwich City,0.00,0.04,0.48,0.23,80  ,0.17,1.45,45.3,74.0%,1.96,2.70,1.61,6.30,2.09,0.90,1.25,3.02,1.22
Oscar Schwartau,FW,N/A,May 17, 2006,Denmark,Norwich City,0.07,0.15,1.13,0.00,1   ,0.18,1.83,31.2,80.9%,2.89,1.97,2.75,4.93,0.92,0.77,1.55,0.85,0.85
José Cordoba,DF,Left,March 6, 2001,Panama,Norwich City,0.08,0.02,0.46,0.00,57  ,0.05,0.77,87.8,89.9%,2.61,0.23,0.69,0.15,1.15,1.15,1.00,3.92,1.61
Benjamin Chrisene,DF,Left,January 12, 2004,England,Norwich City,0.06,0.06,0.23,0.00,19  ,0.12,1.58,48.4,82.1%,3.04,1.76,0.59,3.51,2.69,1.00,1.11,1.29,1.17
Jakob Sørensen,DF-MF(CM),Right,March 3, 1998,Denmark,Norwich City,0.09,0.03,0.52,0.09,5   ,0.04,0.78,75.0,86.6%,4.07,0.52,0.87,0.52,1.91,0.87,0.78,2.69,1.30
Amankwah Forson,MF,N/A,December 31, 2002,Ghana,Norwich City,0.28,0.17,2.11,0.28,12  ,0.27,1.83,30.5,76.0%,3.23,1.27,1.55,4.50,1.97,0.28,2.11,0.70,0.14
Lewis Dobbin,FW-MF,Right,January 3, 2003,England,Norwich City,0.10,0.10,1.54,0.00,1   ,0.14,2.16,27.4,78.3%,2.16,2.88,3.29,7.71,1.13,0.21,1.13,0.51,0.82
Onel Hernández,FW-MF(AM-left),Right,February 1, 1993,Cuba,Norwich City,0.00,0.10,1.87,0.43,42  ,0.24,3.59,24.4,65.9%,2.01,5.61,5.46,10.7,0.72,0.43,0.72,0.43,0.43
Lucien Mahovo,DF,N/A,June 7, 2005,England,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Forsyth,MF,N/A,August 4, 2006,Scotland,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ashley Barnes,FW-MF,Right,October 30, 1989,England,Burnley,0.17,0.24,1.57,0.08,2   ,0.30,1.82,19.3,74.8%,2.89,0.33,3.06,3.88,0.66,0.17,0.41,1.07,1.73
Liam Gibbs,MF,N/A,December 16, 2002,England,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Fassnacht,FW-MF(WM-right),Right,November 11, 1993,Switzerland,Young Boys,0.17,0.30,1.84,0.34,45  ,0.45,1.68,25.6,73.9%,2.68,0.67,4.02,5.70,1.68,1.34,1.84,1.17,1.17
Jacob Wright,MF,N/A,September 21, 2005,England,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elliot Myles,FW,N/A,January 20, 2007,Wales,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1186,0.00,0.00,0.00,0251,0.00,0.00
Matěj Jurásek,FW,N/A,August 30, 2003,Czech,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Abu Kamara,FW-MF(AM),N/A,July 21, 2003,England,Hull City,0.12,0.15,1.34,0.12,67  ,0.35,3.04,26.1,70.4%,1.10,4.02,4.08,8.58,1.46,0.79,0.85,0.97,0.79
Brad Hills,DF(CB),N/A,March 10, 2004,England,Stockport County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ken Aboh,FW,N/A,November 9, 2004,England,Stevenage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aidan Bridge,MF,N/A,March 21, 2005,England,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Uriah Djedje,MF,N/A,March 16, 2006,England,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ruairi Mcconville,DF,N/A,May 1, 2005,Northern,Norwich City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tony Springett,MF,N/A,September 22, 2002,Republic,Norwich City,0.00,0.00,0.00,2218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matthew Pollock,DF(CB),N/A,September 28, 2001,England,Watford,0.00,0.05,0.64,0.10,74  ,0.08,1.05,65.6,81.4%,3.71,0.56,1.41,0.41,1.33,1.41,1.53,5.88,4.63
Giorgi Chakvetadze,FW-MF(AM),Right,August 29, 1999,Georgia,Watford,0.06,0.10,1.71,0.17,71  ,0.32,5.06,43.7,77.3%,6.04,5.70,3.24,5.55,1.10,0.20,0.58,0.20,0.26
Edo Kayembe,MF(CM-DM),Left,June 3, 1998,Congo,Watford,0.17,0.09,1.52,0.06,15  ,0.11,2.23,40.1,81.5%,4.12,1.03,1.20,2.75,1.52,0.54,0.74,0.97,1.14
Moussa Sissoko,MF(AM-CM-DM-WM-right),Right,August 16, 1989,France,Watford,0.04,0.05,0.56,0.04,55  ,0.13,1.60,37.0,82.3%,3.24,1.12,1.34,2.55,1.60,0.60,0.78,1.55,1.25
Vakoun Issouf Bayo,FW,N/A,January 10, 1997,Côte,Watford,0.32,0.39,2.17,0.00,1   ,0.42,1.14,17.4,74.8%,1.17,0.84,3.67,3.99,0.75,0.32,0.58,1.10,2.34
Yasser Larouci,DF-MF,Left,January 1, 2001,Algeria,Watford,0.00,0.04,1.03,0.16,96  ,0.28,2.77,45.8,76.0%,2.72,2.93,1.74,6.58,1.20,1.20,0.92,3.91,0.92
Ryan Porteous,DF(CB-right),N/A,March 25, 1999,Scotland,Preston North End,0.17,0.10,0.62,0.00,21  ,0.11,0.72,53.2,81.1%,2.67,0.51,1.03,0.58,2.05,1.47,1.37,4.20,1.91
